Sp_pepid	domain_id	SourceDB	start	end	score	evalue
VVIa_GSVIVP00032264001	Myb_DNA-binding	PFAM	67	112	50.3	7.6e-12
VVIa_GSVIVP00032265001	Myb_DNA-binding	PFAM	14	61	46.9	8.1e-11
VVIa_GSVIVP00032265001	Myb_DNA-binding	PFAM	67	112	54.6	3.9e-13
VVIa_GSVIVP00032266001	Myb_DNA-binding	PFAM	36	81	49.2	1.6e-11
VVIa_GSVIVP00032268001	Myb_DNA-binding	PFAM	13	60	42.4	1.7e-09
VVIa_GSVIVP00032268001	Myb_DNA-binding	PFAM	66	111	39.1	1.8e-08
VVIa_GSVIVP00032269001	Myb_DNA-binding	PFAM	13	60	50.6	5.9e-12
VVIa_GSVIVP00032269001	Myb_DNA-binding	PFAM	66	111	51.3	3.7e-12
VVIa_GSVIVP00032272001	Myb_DNA-binding	PFAM	15	62	47.1	7e-11
VVIa_GSVIVP00032272001	Myb_DNA-binding	PFAM	68	113	47	7.4e-11
VVIa_GSVIVP00032308001	AP2	PFAM	52	103	77.8	4e-20
VVIa_GSVIVP00032337001	zf-C2H2	PFAM	68	92	23.2	0.0011
VVIa_GSVIVP00032355001	NAM	PFAM	10	138	311.7	1.5e-90
VVIa_GSVIVP00032358001	bZIP_1	PFAM	84	150	33.4	8.9e-07
VVIa_GSVIVP00032361001	RB_A	PFAM	406	604	368.4	1.3e-107
VVIa_GSVIVP00032361001	RB_B	PFAM	726	856	251.5	2e-72
VVIa_GSVIVP00032412001	Homeobox	PFAM	16	76	67.9	3.7e-17
VVIa_GSVIVP00032412001	START	PFAM	161	371	243.1	7e-70
VVIa_GSVIVP00032414001	GATA	PFAM	233	268	65	2.8e-16
VVIa_GSVIVP00032424001	AP2	PFAM	55	106	79.2	1.4e-20
VVIa_GSVIVP00032433001	Response_reg	PFAM	193	315	91.9	2.2e-24
VVIa_GSVIVP00032455001	CXC	PFAM	15	55	65.2	2.5e-16
VVIa_GSVIVP00032455001	CXC	PFAM	100	141	88.5	2.3e-23
VVIa_GSVIVP00032465001	Myb_DNA-binding	PFAM	37	83	61.6	3e-15
VVIa_GSVIVP00032465001	Myb_DNA-binding	PFAM	89	135	59.5	1.3e-14
VVIa_GSVIVP00032465001	Myb_DNA-binding	PFAM	141	186	48.2	3.1e-11
VVIa_GSVIVP00032467001	Myb_DNA-binding	PFAM	17	63	42.8	1.4e-09
VVIa_GSVIVP00032467001	Myb_DNA-binding	PFAM	69	115	52.8	1.4e-12
VVIa_GSVIVP00032467001	Myb_DNA-binding	PFAM	121	166	43.7	7.3e-10
VVIa_GSVIVP00032569001	Acetyltransf_1	PFAM	52	133	87.5	4.8e-23
VVIa_GSVIVP00032574001	PP2C	PFAM	79	336	284.5	2.4e-82
VVIa_GSVIVP00032587001	LisH	PFAM	10	36	35.5	2.1e-07
VVIa_GSVIVP00032593001	tify	PFAM	311	336	25.4	0.00016
VVIa_GSVIVP00032611001	CXC	PFAM	283	324	82.9	1.1e-21
VVIa_GSVIVP00032611001	CXC	PFAM	370	406	56.5	1e-13
VVIa_GSVIVP00032619001	Homeobox	PFAM	156	205	5.6	0.0033
VVIa_GSVIVP00032620001	bZIP_1	PFAM	53	116	51.6	3.1e-12
VVIa_GSVIVP00032620001	bZIP_2	PFAM	53	107	46.2	1.3e-10
VVIa_GSVIVP00032652001	AP2	PFAM	6	57	73.2	9.5e-19
VVIa_GSVIVP00032666001	AUX_IAA	PFAM	2	223	24.8	3.8e-11
VVIa_GSVIVP00032677001	FAR1	PFAM	59	144	128.2	2.6e-35
VVIa_GSVIVP00032677001	MULE	PFAM	240	336	130.4	5.9e-36
VVIa_GSVIVP00032677001	SWIM	PFAM	527	563	31.7	2.9e-06
VVIa_GSVIVP00032687001	WRKY	PFAM	44	104	127.1	5.5e-35
VVIa_GSVIVP00032689001	WRKY	PFAM	159	219	132.3	1.5e-36
VVIa_GSVIVP00032703001	PHD	PFAM	53	98	50.2	8.1e-12
VVIa_GSVIVP00032703001	Chromo	PFAM	100	173	38.4	2.8e-08
VVIa_GSVIVP00032703001	Chromo	PFAM	192	242	57.4	5.3e-14
VVIa_GSVIVP00032703001	ResIII	PFAM	271	456	11	6.4e-06
VVIa_GSVIVP00032703001	SNF2_N	PFAM	277	574	399	8.1e-117
VVIa_GSVIVP00032703001	Helicase_C	PFAM	631	692	25.3	0.00025
VVIa_GSVIVP00032706001	Response_reg	PFAM	20	131	101.5	2.9e-27
VVIa_GSVIVP00032706001	Myb_DNA-binding	PFAM	206	256	48.8	2.1e-11
VVIa_GSVIVP00032717001	AP2	PFAM	6	57	73.9	5.8e-19
VVIa_GSVIVP00032729001	KNOX2	PFAM	186	241	105.4	1.9e-28
VVIa_GSVIVP00032729001	ELK	PFAM	298	319	30.7	6e-06
VVIa_GSVIVP00032732001	SET	PFAM	214	347	154.9	2.5e-43
VVIa_GSVIVP00032772001	NAM	PFAM	35	162	205.9	1e-58
VVIa_GSVIVP00032777001	WRKY	PFAM	88	147	114.8	2.9e-31
VVIa_GSVIVP00032777001	WRKY	PFAM	262	321	143.8	5.4e-40
VVIa_GSVIVP00032809001	zf-CCCH	PFAM	143	168	21.1	0.0025
VVIa_GSVIVP00032809001	G-patch	PFAM	296	340	65.9	1.5e-16
VVIa_GSVIVP00032833001	SNF2_N	PFAM	343	665	274.4	2.5e-79
VVIa_GSVIVP00032833001	Helicase_C	PFAM	865	943	68.7	2.1e-17
VVIa_GSVIVP00032836001	Pre-SET	PFAM	33	181	19.7	8.4e-06
VVIa_GSVIVP00032836001	SET	PFAM	183	330	123.5	6.7e-34
VVIa_GSVIVP00032839001	Myb_DNA-binding	PFAM	217	268	44	5.8e-10
VVIa_GSVIVP00032930001	PHD	PFAM	607	655	40.4	7.4e-09
VVIa_GSVIVP00032972001	Myb_DNA-binding	PFAM	14	61	46	1.5e-10
VVIa_GSVIVP00032972001	Myb_DNA-binding	PFAM	67	112	35.1	2.8e-07
VVIa_GSVIVP00032990001	GRAS	PFAM	128	460	390.9	2.2e-114
VVIa_GSVIVP00033049001	AP2	PFAM	88	139	81.7	2.7e-21
VVIa_GSVIVP00033093001	Response_reg	PFAM	35	146	84.6	3.5e-22
VVIa_GSVIVP00033093001	Myb_DNA-binding	PFAM	215	265	53.1	1.1e-12
VVIa_GSVIVP00033096001	GATA	PFAM	23	58	70.6	5.8e-18
VVIa_GSVIVP00033099001	FAR1	PFAM	59	153	75.7	1.7e-19
VVIa_GSVIVP00033099001	MULE	PFAM	274	370	92.4	1.6e-24
VVIa_GSVIVP00033099001	SWIM	PFAM	543	587	34.2	5.2e-07
VVIa_GSVIVP00033100001	zf-C2H2	PFAM	27	49	21.1	0.0045
VVIa_GSVIVP00033103001	Myb_DNA-binding	PFAM	14	61	43.5	8.2e-10
VVIa_GSVIVP00033103001	Myb_DNA-binding	PFAM	67	112	52.6	1.5e-12
VVIa_GSVIVP00033115001	CG-1	PFAM	28	146	269.7	6.8e-78
VVIa_GSVIVP00033115001	Ank	PFAM	531	563	0.3	33
VVIa_GSVIVP00033115001	Ank	PFAM	564	596	41.1	4.4e-09
VVIa_GSVIVP00033115001	IQ	PFAM	752	772	26.5	0.00011
VVIa_GSVIVP00033115001	IQ	PFAM	828	848	19.5	0.014
VVIa_GSVIVP00033126001	bZIP_2	PFAM	27	81	30.1	8.7e-06
VVIa_GSVIVP00033126001	bZIP_1	PFAM	27	90	36.6	1e-07
VVIa_GSVIVP00033138001	Acetyltransf_1	PFAM	66	153	53.1	1.1e-12
VVIa_GSVIVP00033165001	WRKY	PFAM	154	213	151.5	2.5e-42
VVIa_GSVIVP00033189001	Myb_DNA-binding	PFAM	22	69	46	1.5e-10
VVIa_GSVIVP00033189001	Myb_DNA-binding	PFAM	75	120	50.4	7.1e-12
VVIa_GSVIVP00033294001	zf-C2H2	PFAM	101	123	20.6	0.0067
VVIa_GSVIVP00033298001	AP2	PFAM	7	58	73.9	5.8e-19
VVIa_GSVIVP00033300001	AP2	PFAM	6	57	74.8	3.2e-19
VVIa_GSVIVP00033366001	CBFD_NFYB_HMF	PFAM	26	91	130.9	4.1e-36
VVIa_GSVIVP00033379001	CBFD_NFYB_HMF	PFAM	3	68	109.3	1.3e-29
VVIa_GSVIVP00033430001	bZIP_1	PFAM	178	241	39.3	1.6e-08
VVIa_GSVIVP00033430001	bZIP_2	PFAM	178	232	41.3	3.7e-09
VVIa_GSVIVP00033446001	Myb_DNA-binding	PFAM	79	126	45.8	1.7e-10
VVIa_GSVIVP00033458001	Myb_DNA-binding	PFAM	14	61	51.6	3.1e-12
VVIa_GSVIVP00033458001	Myb_DNA-binding	PFAM	67	112	43	1.2e-09
VVIa_GSVIVP00033473001	BSD	PFAM	116	177	47.6	5e-11
VVIa_GSVIVP00033473001	BSD	PFAM	193	254	51.7	2.8e-12
VVIa_GSVIVP00033478001	BTB	PFAM	153	261	88.4	2.6e-23
VVIa_GSVIVP00033608001	GRAS	PFAM	352	708	646.5	2.4e-191
VVIa_GSVIVP00033654001	Acetyltransf_1	PFAM	132	206	63.6	7.4e-16
VVIa_GSVIVP00033681001	Myb_DNA-binding	PFAM	14	61	47.7	4.5e-11
VVIa_GSVIVP00033681001	Myb_DNA-binding	PFAM	67	112	38	3.8e-08
VVIa_GSVIVP00033785001	Myb_DNA-binding	PFAM	160	211	44.5	4.2e-10
VVIa_GSVIVP00033785001	LRR_2	PFAM	374	398	23.4	0.00092
VVIa_GSVIVP00033786001	zf-CCCH	PFAM	9	34	40.8	5.5e-09
VVIa_GSVIVP00033840001	BSD	PFAM	66	126	50.1	8.8e-12
VVIa_GSVIVP00033847001	LisH	PFAM	10	36	34.6	4e-07
VVIa_GSVIVP00033847001	WD40	PFAM	496	534	31.8	2.7e-06
VVIa_GSVIVP00033847001	WD40	PFAM	538	576	37.1	7.1e-08
VVIa_GSVIVP00033847001	WD40	PFAM	663	700	22.3	0.002
VVIa_GSVIVP00033847001	WD40	PFAM	745	783	30.2	8.2e-06
VVIa_GSVIVP00033898001	TCP	PFAM	110	177	33.2	6.4e-09
VVIa_GSVIVP00033905001	HLH	PFAM	66	118	57.7	4.5e-14
VVIa_GSVIVP00033924001	AP2	PFAM	58	123	32.8	1.4e-06
VVIa_GSVIVP00033927001	FAR1	PFAM	35	111	85.7	1.7e-22
VVIa_GSVIVP00033938001	EIN3	PFAM	47	426	915.7	2.3e-272
VVIa_GSVIVP00033960001	YDG_SRA	PFAM	244	400	354.4	2.1e-103
VVIa_GSVIVP00033960001	Pre-SET	PFAM	427	527	152.4	1.3e-42
VVIa_GSVIVP00033960001	SET	PFAM	529	690	179.2	1.2e-50
VVIa_GSVIVP00034008001	ARID	PFAM	565	687	7	3.6e-05
VVIa_GSVIVP00034010001	AP2	PFAM	121	172	77.9	3.6e-20
VVIa_GSVIVP00034038001	SAP	PFAM	102	136	46.4	1.1e-10
VVIa_GSVIVP00034038001	zf-CCCH	PFAM	408	433	29.5	1.4e-05
VVIa_GSVIVP00034049001	tify	PFAM	123	158	76.1	1.3e-19
VVIa_GSVIVP00034049001	CCT_2	PFAM	227	253	60.6	5.8e-15
VVIa_GSVIVP00034080001	GRAS	PFAM	161	536	343.5	4.1e-100
VVIa_GSVIVP00034092001	QLQ	PFAM	9	45	62.9	1.2e-15
VVIa_GSVIVP00034092001	WRC	PFAM	75	120	100	8e-27
VVIa_GSVIVP00034094001	AP2	PFAM	185	245	59.7	1.1e-14
VVIa_GSVIVP00034094001	AP2	PFAM	287	339	59.9	9.5e-15
VVIa_GSVIVP00034095001	Myb_DNA-binding	PFAM	21	68	52.2	2.1e-12
VVIa_GSVIVP00034095001	Myb_DNA-binding	PFAM	74	119	48.4	2.7e-11
VVIa_GSVIVP00034097001	Myb_DNA-binding	PFAM	14	61	44.2	5.2e-10
VVIa_GSVIVP00034097001	Myb_DNA-binding	PFAM	67	112	49.4	1.4e-11
VVIa_GSVIVP00034098001	Myb_DNA-binding	PFAM	14	61	46.4	1.1e-10
VVIa_GSVIVP00034098001	Myb_DNA-binding	PFAM	67	112	55.1	2.7e-13
VVIa_GSVIVP00034106001	Myb_DNA-binding	PFAM	446	496	29.1	1.8e-05
VVIa_GSVIVP00034115001	CBFB_NFYA	PFAM	70	126	119.4	1.1e-32
VVIa_GSVIVP00034116001	PHD	PFAM	198	248	54.1	5.2e-13
VVIa_GSVIVP00034125001	Myb_DNA-binding	PFAM	14	61	51.6	3e-12
VVIa_GSVIVP00034125001	Myb_DNA-binding	PFAM	67	112	44.2	5e-10
VVIa_GSVIVP00034183001	zf-C2H2	PFAM	58	80	26.4	0.00011
VVIa_GSVIVP00034183001	zf-C2H2	PFAM	134	156	21.1	0.0046
VVIa_GSVIVP00034203001	zf-Dof	PFAM	15	77	141.5	2.7e-39
VVIa_GSVIVP00034227001	HLH	PFAM	244	291	28.1	3.6e-05
VVIa_GSVIVP00034251001	MED6	PFAM	89	177	141.2	3.3e-39
VVIa_GSVIVP00034294001	AUX_IAA	PFAM	40	329	87.4	5.1e-23
VVIa_GSVIVP00034313001	Myb_DNA-binding	PFAM	111	158	39.8	1.1e-08
VVIa_GSVIVP00034328001	Homeobox	PFAM	14	74	65.8	1.6e-16
VVIa_GSVIVP00034328001	START	PFAM	159	369	250.6	3.7e-72
VVIa_GSVIVP00034328001	MEKHLA	PFAM	690	837	322.9	6.5e-94
VVIa_GSVIVP00034329001	GATA	PFAM	225	260	61.8	2.6e-15
VVIa_GSVIVP00034342001	AP2	PFAM	61	112	73.9	6e-19
VVIa_GSVIVP00034355001	AUX_IAA	PFAM	1	185	358.7	1.1e-104
VVIa_GSVIVP00034385001	Homeobox	PFAM	57	113	85.5	2e-22
VVIa_GSVIVP00034385001	START	PFAM	218	442	316.1	7.1e-92
VVIa_GSVIVP00034416001	DUF623	PFAM	148	211	99.5	1.1e-26
VVIa_GSVIVP00034466001	AUX_IAA	PFAM	1	149	141.7	2.2e-39
VVIa_GSVIVP00034468001	AUX_IAA	PFAM	17	197	259.9	5.8e-75
VVIa_GSVIVP00034558001	CXC	PFAM	12	53	70.3	7.2e-18
VVIa_GSVIVP00034558001	CXC	PFAM	96	137	81.2	3.7e-21
VVIa_GSVIVP00034571001	zf-CCCH	PFAM	72	97	36.1	1.4e-07
VVIa_GSVIVP00034571001	zf-CCCH	PFAM	129	155	28.8	2.2e-05
VVIa_GSVIVP00034571001	zf-CCCH	PFAM	212	238	36.5	1.1e-07
VVIa_GSVIVP00034571001	DUF247	PFAM	301	679	557.7	1.3e-164
VVIa_GSVIVP00034599001	Myb_DNA-binding	PFAM	56	106	21.7	0.003
VVIa_GSVIVP00034603001	GRAS	PFAM	58	429	333.8	3.4e-97
VVIa_GSVIVP00034603001	NB-ARC	PFAM	475	749	185.2	1.9e-52
VVIa_GSVIVP00034609001	RWP-RK	PFAM	597	648	114.8	2.9e-31
VVIa_GSVIVP00034609001	PB1	PFAM	841	923	86.2	1.1e-22
VVIa_GSVIVP00034660001	HLH	PFAM	24	73	9.6	0.016
VVIa_GSVIVP00034707001	BTB	PFAM	85	195	31.5	3.3e-06
VVIa_GSVIVP00034707001	zf-TAZ	PFAM	271	364	11.3	0.0012
VVIa_GSVIVP00034752001	FAR1	PFAM	63	154	79.1	1.6e-20
VVIa_GSVIVP00034800001	Myb_DNA-binding	PFAM	17	63	53.6	7.7e-13
VVIa_GSVIVP00034800001	Myb_DNA-binding	PFAM	69	114	59.5	1.3e-14
VVIa_GSVIVP00034801001	GRAS	PFAM	193	562	641.5	7.9e-190
VVIa_GSVIVP00034817001	NAM	PFAM	2	114	177.9	2.8e-50
VVIa_GSVIVP00034847001	PHD	PFAM	61	109	61.1	4.2e-15
VVIa_GSVIVP00034847001	SET	PFAM	234	369	84.2	4.5e-22
VVIa_GSVIVP00034879001	Myb_DNA-binding	PFAM	38	89	39.8	1.1e-08
VVIa_GSVIVP00034888001	GRAS	PFAM	117	393	49.2	1.5e-14
VVIa_GSVIVP00035014001	AA_kinase	PFAM	267	477	156.2	1e-43
VVIa_GSVIVP00035115001	GRAS	PFAM	158	528	442.5	6.4e-130
VVIa_GSVIVP00035118001	Response_reg	PFAM	19	130	100.2	7.1e-27
VVIa_GSVIVP00035118001	Myb_DNA-binding	PFAM	200	250	45	3e-10
VVIa_GSVIVP00035130001	zf-C2H2	PFAM	6	28	26.1	0.00015
VVIa_GSVIVP00035130001	zf-C2H2	PFAM	82	104	21.7	0.003
VVIa_GSVIVP00035131001	zf-C2H2	PFAM	6	28	26.1	0.00015
VVIa_GSVIVP00035131001	zf-C2H2	PFAM	82	104	21.1	0.0046
VVIa_GSVIVP00035134001	SNF2_N	PFAM	181	386	72.3	1.7e-18
VVIa_GSVIVP00035159001	CBFD_NFYB_HMF	PFAM	19	84	107.1	5.9e-29
VVIa_GSVIVP00035171001	HLH	PFAM	157	206	16.8	0.0028
VVIa_GSVIVP00035196001	JmjC	PFAM	143	259	231	2.9e-66
VVIa_GSVIVP00035196001	zf-C5HC2	PFAM	366	419	84	5.5e-22
VVIa_GSVIVP00035196001	FYRN	PFAM	496	545	50.7	5.8e-12
VVIa_GSVIVP00035196001	FYRC	PFAM	548	643	101.4	3.1e-27
VVIa_GSVIVP00035312001	FAR1	PFAM	62	156	67.2	6.1e-17
VVIa_GSVIVP00035312001	MULE	PFAM	277	373	90.1	7.8e-24
VVIa_GSVIVP00035312001	SWIM	PFAM	556	589	33.9	6.4e-07
VVIa_GSVIVP00035317001	SWIB	PFAM	228	301	41.7	2.9e-09
VVIa_GSVIVP00035343001	zf-CCCH	PFAM	110	136	23.4	0.00096
VVIa_GSVIVP00035343001	zf-CCCH	PFAM	244	272	26.9	8.1e-05
VVIa_GSVIVP00035345001	B3	PFAM	119	224	110.7	4.9e-30
VVIa_GSVIVP00035345001	Auxin_resp	PFAM	246	329	165.9	1.2e-46
VVIa_GSVIVP00035356001	ZF-HD_dimer	PFAM	70	129	132.5	1.3e-36
VVIa_GSVIVP00035366001	PHD	PFAM	199	249	53.8	6.5e-13
VVIa_GSVIVP00035370001	NAM	PFAM	21	148	291.2	2.2e-84
VVIa_GSVIVP00035422001	TCP	PFAM	218	494	159.1	1.3e-44
VVIa_GSVIVP00035425001	zf-C2H2	PFAM	77	101	25.5	0.00021
VVIa_GSVIVP00035425001	zf-C2H2	PFAM	106	130	28.3	3e-05
VVIa_GSVIVP00035425001	zf-C2H2	PFAM	136	160	33.7	7.4e-07
VVIa_GSVIVP00035425001	zf-C2H2	PFAM	166	190	31.2	4.1e-06
VVIa_GSVIVP00035425001	zf-C2H2	PFAM	228	253	26.8	9.1e-05
VVIa_GSVIVP00035426001	ZF-HD_dimer	PFAM	30	89	104.5	3.7e-28
VVIa_GSVIVP00035531001	DUF260	PFAM	13	113	243.7	4.5e-70
VVIa_GSVIVP00035678001	DDT	PFAM	354	410	33.9	6.3e-07
VVIa_GSVIVP00035689001	mTERF	PFAM	29	369	124.9	2.6e-34
VVIa_GSVIVP00035708001	Myb_DNA-binding	PFAM	16	63	47	7.6e-11
VVIa_GSVIVP00035708001	Myb_DNA-binding	PFAM	69	114	46.6	9.8e-11
VVIa_GSVIVP00035812001	SRF-TF	PFAM	9	59	70.3	7e-18
VVIa_GSVIVP00035819001	DUF822	PFAM	1	163	307.5	2.9e-89
VVIa_GSVIVP00035821001	HSF_DNA-bind	PFAM	12	184	209.1	1.1e-59
VVIa_GSVIVP00035823001	DUF623	PFAM	265	324	120.3	6.3e-33
VVIa_GSVIVP00035835001	WRKY	PFAM	76	136	131.8	2.1e-36
VVIa_GSVIVP00035862001	Myb_DNA-binding	PFAM	85	136	42.6	1.5e-09
VVIa_GSVIVP00035876001	zf-Dof	PFAM	43	105	133.3	7.6e-37
VVIa_GSVIVP00035886001	HLH	PFAM	3	52	43.2	1e-09
VVIa_GSVIVP00035918001	SNF2_N	PFAM	45	359	21.5	5.9e-10
VVIa_GSVIVP00035918001	Helicase_C	PFAM	434	512	59.6	1.2e-14
VVIa_GSVIVP00035919001	POX	PFAM	173	304	250.4	4.3e-72
VVIa_GSVIVP00035919001	Homeobox	PFAM	355	413	5.2	0.0037
VVIa_GSVIVP00035936001	DUF702	PFAM	8	169	275.5	1.2e-79
VVIa_GSVIVP00035938001	zf-B_box	PFAM	1	47	44.4	4.4e-10
VVIa_GSVIVP00035938001	zf-B_box	PFAM	53	100	52.6	1.5e-12
VVIa_GSVIVP00035949001	GATA	PFAM	201	236	66.3	1.1e-16
VVIa_GSVIVP00035957001	SWIB	PFAM	318	393	88.9	1.8e-23
VVIa_GSVIVP00035957001	Plus-3	PFAM	457	564	164.9	2.4e-46
VVIa_GSVIVP00035957001	GYF	PFAM	804	858	35	3.1e-07
VVIa_GSVIVP00035964001	zf-B_box	PFAM	1	47	36.6	9.7e-08
VVIa_GSVIVP00035964001	zf-B_box	PFAM	51	96	48.6	2.5e-11
VVIa_GSVIVP00035977001	bZIP_1	PFAM	336	399	35.8	1.7e-07
VVIa_GSVIVP00035977001	bZIP_2	PFAM	336	390	35.8	1.7e-07
VVIa_GSVIVP00035978001	zf-CCCH	PFAM	80	109	16	0.012
VVIa_GSVIVP00035978001	zf-CCCH	PFAM	119	147	5.4	0.3
VVIa_GSVIVP00035978001	Dus	PFAM	328	622	164.2	3.9e-46
VVIa_GSVIVP00036056001	HLH	PFAM	46	96	32.5	1.7e-06
VVIa_GSVIVP00036092001	CSD	PFAM	3	70	135	2.4e-37
VVIa_GSVIVP00036110001	Myb_DNA-binding	PFAM	14	61	46.2	1.3e-10
VVIa_GSVIVP00036110001	Myb_DNA-binding	PFAM	67	112	56.5	1e-13
VVIa_GSVIVP00036120001	bZIP_2	PFAM	85	142	60.2	7.9e-15
VVIa_GSVIVP00036135001	HLH	PFAM	336	385	45.5	2.1e-10
VVIa_GSVIVP00036223001	NAM	PFAM	6	135	242.7	9.3e-70
VVIa_GSVIVP00036263001	zf-C2H2	PFAM	159	181	18.6	0.027
VVIa_GSVIVP00036264001	RWP-RK	PFAM	594	645	108	3.2e-29
VVIa_GSVIVP00036264001	PB1	PFAM	815	898	102.6	1.4e-27
VVIa_GSVIVP00036306001	FAR1	PFAM	75	167	168.7	1.7e-47
VVIa_GSVIVP00036306001	MULE	PFAM	287	383	135.8	1.4e-37
VVIa_GSVIVP00036310001	mTERF	PFAM	12	322	89.4	1.3e-23
VVIa_GSVIVP00036338001	bZIP_1	PFAM	26	89	37.7	4.5e-08
VVIa_GSVIVP00036338001	bZIP_2	PFAM	26	80	34.1	5.5e-07
VVIa_GSVIVP00036339001	Myb_DNA-binding	PFAM	119	164	55.8	1.7e-13
VVIa_GSVIVP00036369001	HLH	PFAM	199	249	35.6	2e-07
VVIa_GSVIVP00036374001	Myb_DNA-binding	PFAM	9	58	28.4	2.9e-05
VVIa_GSVIVP00036380001	Myb_DNA-binding	PFAM	12	61	25.2	0.00027
VVIa_GSVIVP00036383001	mTERF	PFAM	115	456	130	7.4e-36
VVIa_GSVIVP00036397001	mTERF	PFAM	5	271	79.7	1.1e-20
VVIa_GSVIVP00036402001	ZZ	PFAM	123	167	31.1	4.5e-06
VVIa_GSVIVP00036402001	Myb_DNA-binding	PFAM	183	228	45.3	2.3e-10
VVIa_GSVIVP00036420001	PLATZ	PFAM	18	128	221	3e-63
VVIa_GSVIVP00036488001	B3	PFAM	12	108	64.3	4.7e-16
VVIa_GSVIVP00036489001	B3	PFAM	23	119	47.5	5.3e-11
VVIa_GSVIVP00036489001	B3	PFAM	248	346	86.7	8e-23
VVIa_GSVIVP00036491001	B3	PFAM	2	84	38.9	2.1e-08
VVIa_GSVIVP00036491001	AT_hook	PFAM	105	117	15.6	0.053
VVIa_GSVIVP00036500001	zf-Dof	PFAM	19	81	112.9	1e-30
VVIa_GSVIVP00036530001	DEK_C	PFAM	19	72	62.2	1.9e-15
VVIa_GSVIVP00036530001	SWIB	PFAM	115	190	115	2.5e-31
VVIa_GSVIVP00036531001	Myb_DNA-binding	PFAM	227	278	39.3	1.5e-08
VVIa_GSVIVP00036570001	B3	PFAM	41	135	76.5	9.4e-20
VVIa_GSVIVP00036571001	B3	PFAM	128	222	82.8	1.3e-21
VVIa_GSVIVP00036577001	SNF2_N	PFAM	16	322	313.7	3.8e-91
VVIa_GSVIVP00036577001	Helicase_C	PFAM	388	467	81	4.2e-21
VVIa_GSVIVP00036589001	AP2	PFAM	118	169	79	1.7e-20
VVIa_GSVIVP00036604001	bZIP_1	PFAM	254	310	43.2	9.9e-10
VVIa_GSVIVP00036604001	bZIP_2	PFAM	254	308	48.8	2.1e-11
VVIa_GSVIVP00036616001	HLH	PFAM	91	141	47.2	6.3e-11
VVIa_GSVIVP00036657001	Myb_DNA-binding	PFAM	12	58	54.1	5.3e-13
VVIa_GSVIVP00036657001	Myb_DNA-binding	PFAM	64	109	55.5	2e-13
VVIa_GSVIVP00036753001	Myb_DNA-binding	PFAM	14	61	46.9	8.1e-11
VVIa_GSVIVP00036753001	Myb_DNA-binding	PFAM	67	112	54.9	3.1e-13
VVIa_GSVIVP00036756001	HisKA	PFAM	481	547	71.3	3.6e-18
VVIa_GSVIVP00036756001	HATPase_c	PFAM	594	745	114.8	2.8e-31
VVIa_GSVIVP00036756001	Response_reg	PFAM	1053	1186	101.9	2.3e-27
VVIa_GSVIVP00036773001	CSD	PFAM	5	72	121.6	2.5e-33
VVIa_GSVIVP00036773001	zf-CCHC	PFAM	95	112	33.5	8.4e-07
VVIa_GSVIVP00036773001	zf-CCHC	PFAM	136	153	40.4	7.2e-09
VVIa_GSVIVP00036779001	HLH	PFAM	51	101	35.4	2.3e-07
VVIa_GSVIVP00036791001	Homeobox	PFAM	34	96	50.7	5.7e-12
VVIa_GSVIVP00036805001	zf-CCCH	PFAM	652	678	10.9	0.055
VVIa_GSVIVP00036814001	NAM	PFAM	8	137	317.8	2.2e-92
VVIa_GSVIVP00036823001	zf-B_box	PFAM	1	47	39.6	1.3e-08
VVIa_GSVIVP00036823001	zf-B_box	PFAM	51	96	48.6	2.4e-11
VVIa_GSVIVP00036834001	SWIB	PFAM	320	395	98.5	2.2e-26
VVIa_GSVIVP00036834001	Plus-3	PFAM	460	567	159.6	9.6e-45
VVIa_GSVIVP00036835001	GYF	PFAM	109	164	34.1	5.5e-07
VVIa_GSVIVP00036835001	zf-CCCH	PFAM	785	809	13.8	0.023
VVIa_GSVIVP00036842001	GATA	PFAM	257	292	69.8	1e-17
VVIa_GSVIVP00036845001	FHA	PFAM	582	655	42.8	1.3e-09
VVIa_GSVIVP00036846001	SRF-TF	PFAM	9	59	111	4e-30
VVIa_GSVIVP00036846001	K-box	PFAM	71	170	138.5	2.1e-38
VVIa_GSVIVP00036851001	DUF702	PFAM	1	129	279.6	7.1e-81
VVIa_GSVIVP00036899001	bZIP_2	PFAM	26	77	30.5	7e-06
VVIa_GSVIVP00036919001	Myb_DNA-binding	PFAM	14	61	49.9	1e-11
VVIa_GSVIVP00036919001	Myb_DNA-binding	PFAM	67	112	48.2	3.1e-11
VVIa_GSVIVP00036931001	NAM	PFAM	9	135	312.8	6.9e-91
VVIa_GSVIVP00036944001	Myb_DNA-binding	PFAM	153	199	50.9	4.8e-12
VVIa_GSVIVP00036944001	Myb_DNA-binding	PFAM	205	250	51.9	2.5e-12
VVIa_GSVIVP00036946001	zf-Dof	PFAM	114	176	142.1	1.7e-39
VVIa_GSVIVP00036947001	Myb_DNA-binding	PFAM	12	63	36.6	1e-07
VVIa_GSVIVP00036960001	ZF-HD_dimer	PFAM	69	130	148.6	1.9e-41
VVIa_GSVIVP00036961001	ZF-HD_dimer	PFAM	93	152	130.5	5.6e-36
VVIa_GSVIVP00036974001	NAM	PFAM	13	126	237	4.7e-68
VVIa_GSVIVP00036994001	TCP	PFAM	44	161	158.9	1.5e-44
